x,y,sf,cf,rx
117.686,-114.392,7,4,-93.8725225623808
-161.63,-29.1164,7,5,-93.8840830833989
-153.908,58.8944,7,6,-93.9421889410418
146.563,-79.7231,7,7,-94.1534167807409
151.911,72.9819,7,8,-94.3255203587292
-131.357,-106.838,7,1,-94.4050199115061
60.9222,-161.358,7,2,-94.7204348681353
39.5763,-167.97,7,3,-94.7296968073832
93.0417,145.86,7,4,-94.7730781288093
-126.423,-119.147,7,5,-94.8432162721212
-8.55795,-174.476,7,6,-94.9378475429057
-136.456,109.582,7,7,-94.9695031764687
148.553,97.1419,7,8,-95.2103119572752
26.3425,175.734,7,1,-95.229756636836
-71.0689,-165.559,7,2,-95.4655788312308
-14.5842,-179.984,7,3,-95.5039962014771
-150.272,100.488,7,4,-95.5229803052691
-159.177,87.0764,7,5,-95.5854895036377
161.607,-84.8218,7,6,-95.6865586217124
-115.114,147.576,7,7,-96.1160770877807
186.044,-29.1137,7,8,-96.2202821877105
147.343,-117.446,7,1,-96.230762443542
-4.04598,189.273,7,2,-96.3114690713924
-21.2313,189.113,7,3,-96.4000876240805
-186.256,-40.2511,7,4,-96.4229206582214
171.977,-82.6922,7,5,-96.4470269631559
-185.911,50.1101,7,6,-96.6003896158047
-53.3634,185.99,7,7,-96.6842898791796
-193.57,-4.39208,7,8,-96.6953917905741
-171.845,90.4745,7,1,-96.7471082197647
-178.285,-84.0376,7,2,-96.9995586053173
26.0287,195.84,7,3,-97.0396827419013
181.768,79.5938,7,4,-97.1146212295622
-102.214,171.251,7,5,-97.2009091803927
141.98,-140.067,7,6,-97.2014415988832
-126.72,154.911,7,7,-97.2609868732785
6.13194,200.329,7,8,-97.2852455919172
12.0926,200.671,7,1,-97.3373425638943
193.127,-62.3094,7,2,-97.4975847278284
-166.898,-117.99,7,3,-97.6203278559811
-118.42,166.804,7,4,-97.6346865862032
94.4165,181.642,7,5,-97.6472135350689
13.3598,-204.601,7,6,-97.6740247081638
5.12397,-205.611,7,7,-97.7271064809857
-205.171,-14.8373,7,8,-97.7297595285781
2.93595,-205.755,7,1,-97.7355012301031
-121.642,166.464,7,2,-97.7683770555917
181.78,102.157,7,3,-97.9616813325566
-170.683,119.918,7,4,-97.9681599523329
200.389,62.2364,7,5,-98.0688726815298
74.7123,-196.229,7,6,-98.0802378798004
5.3659,210.038,7,7,-98.0912755605346
-13.099,210.694,7,8,-98.1719247341195
-154.766,-145.066,7,1,-98.2545387466248
157.72,143.938,7,2,-98.3671354871464
91.0902,194.051,7,3,-98.4342154982687
61.5895,-206.579,7,4,-98.5293984179119
-215.93,-0.861988,7,5,-98.558458337299
197.492,-92.5056,7,6,-98.7278487074376
-140.475,-168.167,7,7,-98.8088216776453
10.3458,-219.459,7,8,-98.8542308441073
1.80114,-222.229,7,1,-99.0501143183997
206.175,-86.4804,7,2,-99.152924287458
190.482,117.519,7,3,-99.1712096303063
180.632,-133.641,7,4,-99.2380867898676
-225.143,-12.5692,7,5,-99.2986995969514
126.214,187.325,7,6,-99.327760430751
226.084,4.96443,7,7,-99.3474916812389
-120.934,193.104,7,8,-99.4760729051739
-227.865,-8.01758,7,1,-99.4880024632239
123.139,-193.09,7,2,-99.5632924608195
59.4718,221.497,7,3,-99.5878281548905
-208.306,100.65,7,4,-99.7365928216081
111.61,207.343,7,5,-100.038616209321
-212.703,-103.019,7,6,-100.101180217246
-153.322,-180.677,7,7,-100.146382782923
-207.582,-114.986,7,8,-100.170728440152
84.2066,222.326,7,1,-100.202154977306
-40.2358,236.804,7,2,-100.378001063106
73.1526,228.976,7,3,-100.39076401079
-240.633,-21.5641,7,4,-100.477251158742
141.909,197.586,7,5,-100.594865777593
105.814,219.316,7,6,-100.611842257646
55.4758,238.257,7,7,-100.69041165418
-192.349,152.673,7,8,-100.756285024916
-228.963,90.5454,7,1,-100.800840286486
1.03031,247.293,7,2,-100.875535770178
-94.6303,-229.822,7,3,-100.961457448745
-234.044,89.7485,7,4,-101.1065885514
-29.9959,-248.927,7,5,-101.111076775113
158.644,197.705,7,6,-101.298025667642
231.946,-102.872,7,7,-101.314816243888
-144.769,208.639,7,8,-101.328964960884
-155.66,-202.501,7,1,-101.427541856556
34.5341,253.093,7,2,-101.429111269538
138.426,-217.904,7,3,-101.609874740461
68.1088,-251.865,7,4,-101.791370934491
-181.363,-188.239,7,5,-101.822898339539
190.794,-181.429,7,6,-101.946094741098
-231.742,-126.885,7,7,-102.005704625485
-19.5525,-263.601,7,8,-102.013487903024
185.458,-191.048,7,1,-102.138068842501
194.643,182.508,7,2,-102.174273730771
-267.892,-7.50334,7,3,-102.249231412726
22.9886,267.773,7,4,-102.297679414773
-124.575,238.203,7,5,-102.301079244221
-38.695,-266.347,7,6,-102.322151058059
-147.663,-225.244,7,7,-102.334077775113
132.044,-235.82,7,8,-102.393641526728
-222.602,-154.883,7,1,-102.451193466495
44.2872,-268.391,7,2,-102.503858399793
165.587,218.649,7,3,-102.644870320514
-176.545,211.288,7,4,-102.710979270596
-220.74,165.56,7,5,-102.747585431414
-111.224,254.003,7,6,-102.831567092639
-212.998,-181.35,7,7,-102.982213536927
-179.018,-215.54,7,8,-103.009354484126
-59.1661,-274.224,7,1,-103.030495895152
-231.117,-159.655,7,2,-103.052762748492
232.206,158.864,7,3,-103.080072644746
280.37,23.9738,7,4,-103.08273570611
145.061,-241.86,7,5,-103.121158155586
202.35,-197.221,7,6,-103.153613102186
-266.43,97.88,7,7,-103.230722591825
226.699,-171.895,7,8,-103.270388146293
-76.4225,274.231,7,1,-103.281224231555
13.6057,-284.495,7,2,-103.289599859679
-195.42,207.263,7,3,-103.292169685702
-276.671,-70.2416,7,4,-103.327244842942
-280.28,64.5602,7,5,-103.45672754261
-2.32022,-287.66,7,6,-103.459699127728
287.679,-13.5316,7,7,-103.479155732201
288.655,12.8547,7,8,-103.535078421397
-129.413,-259.399,7,1,-103.591043699905
272.368,-105.715,7,2,-103.724656279133
-26.2489,291.458,7,3,-103.752317543716
288.513,50.033,7,4,-103.762915145857
-26.8363,-292.449,7,5,-103.812950022468
130.75,263.879,7,6,-103.860479704721
-31.524,293.175,7,7,-103.881895856424
287.199,68.5037,7,8,-103.904536082739
293.976,-35.8873,7,1,-103.956694278553
98.3049,279.852,7,2,-103.983074474135
190.061,-228.815,7,3,-104.031350105481
-294.251,44.057,7,4,-104.035713058404
297.236,-23.5023,7,5,-104.072018651792
-232.918,-187.14,7,6,-104.107561949577
32.8253,297.429,7,7,-104.133301989011
21.5438,298.566,7,8,-104.139434423972
-288.02,85.9933,7,1,-104.210142951952
-177.036,243.211,7,2,-104.22365289855
173.881,247.244,7,3,-104.305490228971
41.6144,300.053,7,4,-104.342760016497
66.7263,-296.239,7,5,-104.384225308719
-181.846,-243.927,7,6,-104.41737316688
-26.9256,303.529,7,7,-104.443778052939
205.529,225.98,7,8,-104.485481298672
-241.496,187.182,7,1,-104.489901617211
-128.706,-279.048,7,2,-104.587787251206
297.914,75.5462,7,3,-104.590225526598
30.5967,-307.475,7,4,-104.681737969988
39.7529,306.787,7,5,-104.701539330784
279.933,-131.805,7,6,-104.704797815997
59.3128,-304.469,7,7,-104.747917909327
-94.831,-297.783,7,8,-104.875574860958
1.80854,-313.035,7,1,-104.904097417062
-187.362,252.194,7,2,-104.965970520309
-68.7938,-306.757,7,3,-104.976882394838
-283.85,135.731,7,4,-104.990815217786
253.979,185.897,7,5,-104.996794976442
311.122,52.3937,7,6,-105.038010351001
-66.4033,-308.721,7,7,-105.053109838489
-6.89618,-316.545,7,8,-105.098426591072
-119.134,-293.409,7,1,-105.101278932549
-179.701,261.363,7,2,-105.128613454576
276.064,-156.186,7,3,-105.128812605037
-314.77,42.3026,7,4,-105.151227896625
294.53,119.89,7,5,-105.172538968691
-294.758,-119.57,7,6,-105.177416180787
-108.323,-300.465,7,7,-105.247548419579
-135.419,-289.616,7,8,-105.264505245078
-269.43,-172.574,7,1,-105.277751968284
-119.278,298.797,7,2,-105.37176827646
-266.993,-179.62,7,3,-105.375211781239
311.25,84.4793,7,4,-105.413475841486
-317.408,-59.2891,7,5,-105.433965751791
-129.149,296.562,7,6,-105.463865651558
-299.025,-127.899,7,7,-105.556921587968
-221.267,-238.538,7,8,-105.563815156465
122.364,-302.745,7,1,-105.625587421349
-301.9,-124.931,7,2,-105.635509550964
249.723,-211.396,7,3,-105.65936956814
106.73,-313.081,7,4,-105.845800246826
-137.652,301.463,7,5,-105.878308115622
-286.697,-167.216,7,6,-105.903816585655
-333.019,-5.57743,7,7,-105.963834714235
328.281,-58.6383,7,8,-105.98492244739
313.269,-114.621,7,1,-105.990190318848
-207.477,-261.725,7,2,-106.010995445026
150.108,300.248,7,3,-106.097474185514
126.489,-311.093,7,4,-106.104831315149
334.715,-32.9025,7,5,-106.130432920736
270.955,204.525,7,6,-106.289876509605
308.166,142.688,7,7,-106.295736808658
57.4509,-335.755,7,8,-106.34788083245
140.582,-312.01,7,1,-106.42716197898
249.804,-233.93,7,2,-106.428019384026
65.7042,-336.33,7,3,-106.450579281988
298.918,173.43,7,4,-106.594534035547
345.037,-19.483,7,5,-106.594547302309
-310.593,152.764,7,6,-106.621317809963
-261.431,-231.719,7,7,-106.779270000854
155.819,313.347,7,8,-106.809050517458
-233.915,260.811,7,1,-106.828058721249
289.565,-197.59,7,2,-106.838571442052
266.921,228.491,7,3,-106.87778878468
149.934,-317.829,7,4,-106.880594039183
259.988,236.771,7,5,-106.891574320788
328.319,128.515,7,6,-106.936735608271
-318.863,-151.188,7,7,-106.951979437441
-353.241,-7.229,7,8,-106.972543918256
352.199,30.6689,7,1,-106.983028712942
183.177,-302.769,7,2,-106.999298110904
283.411,212.34,7,3,-107.01206254731
184.648,-303.092,7,4,-107.049428955602
339.185,124.561,7,5,-107.356099481447
-131.725,336.645,7,6,-107.363912552713
-262.179,-251.052,7,7,-107.434481180665
-234.102,-281.323,7,8,-107.574802019788
-84.4926,356.289,7,1,-107.583376999599
357.007,-81.4095,7,2,-107.583418736791
-359.769,-69.901,7,3,-107.598598749632
-135.105,341.266,7,4,-107.623753193412
326.802,-173.785,7,5,-107.767483985359
-81.3304,-361.602,7,6,-107.790524888773
-365.573,62.1351,7,7,-107.798841252861
-350.865,-121.385,7,8,-107.819709159045
83.5563,-361.951,7,1,-107.828979575828
-267.745,-258.226,7,2,-107.852350034671
355.733,115.338,7,3,-107.943317878196
258.54,272.041,7,4,-108.004234202027
-280.078,250.34,7,5,-108.020271271196
-228.061,299.366,7,6,-108.051585632859
-314.363,-207.449,7,7,-108.065292672774
-369.871,-72.0009,7,8,-108.073091171995
180.252,-332.579,7,1,-108.139692387529
378.539,15.2716,7,2,-108.16506015586
370.378,81.797,7,3,-108.185614994239
-71.7898,373.54,7,4,-108.23390718713
-132.187,-357.036,7,5,-108.249379772315
-374.026,75.7068,7,6,-108.289311064881
33.027,-381.224,7,7,-108.335869861693
368.877,-106.985,7,8,-108.399455723738
221.02,-314.914,7,1,-108.428640557619
-365.939,-119.618,7,2,-108.44013012299
-201.477,-328.095,7,3,-108.441254838245
-338.179,184.26,7,4,-108.445719889369
181.583,339.876,7,5,-108.455583848343
-377.35,88.0362,7,6,-108.550325450589
-20.9296,-387.311,7,7,-108.567638329701
269.421,279.387,7,8,-108.57881569489
381.445,-74.0111,7,1,-108.597695441653
150.6,359.07,7,2,-108.633490256919
-388.443,-49.9485,7,3,-108.732749119869
-389.672,41.9214,7,4,-108.744934400745
-331.658,-209.572,7,5,-108.762486425764
261.22,-292.932,7,6,-108.769567092453
-161.727,-357.733,7,7,-108.774197669467
148.021,365.001,7,8,-108.829875223998
36.7902,392.331,7,1,-108.837649451867
65.8745,389.214,7,2,-108.867858031675
343.252,195.041,7,3,-108.869828575755
-391.19,-56.2321,7,4,-108.88783555986
53.877,-392.02,7,5,-108.909187971958
-395.463,17.0859,7,6,-108.914671526493
302.777,257.192,7,7,-108.976557367894
-28.619,-396.952,7,8,-109.007275676193
78.6202,390.251,7,1,-109.011971572633
-393.393,-61.6361,7,2,-109.016288764949
-379.47,-122.845,7,3,-109.044878306847
-54.8672,395.374,7,4,-109.057902550528
-246.81,315.181,7,5,-109.107279184427
-10.7848,400.422,7,6,-109.117930026191
-384.992,112.959,7,7,-109.14581949903
72.3312,-396.342,7,8,-109.216675689252
367.119,166.14,7,1,-109.219837853856
-365.083,-172.615,7,2,-109.256740446462
-211.541,344.034,7,3,-109.258178515534
274.356,296.874,7,4,-109.273694396726
-23.2611,-403.568,7,5,-109.273841847298
402.946,-36.1974,7,6,-109.287822448734
-55.9161,401.2,7,7,-109.309324051455
-404.697,-24.2674,7,8,-109.323921567165
-372.611,-161.358,7,1,-109.350231469603
-183.616,362.877,7,2,-109.37710098215
-108.329,392.196,7,3,-109.385277688178
-137.497,-383.724,7,4,-109.416023348039
400.936,74.5941,7,5,-109.424476277448
-224.789,-340.427,7,6,-109.429955640962
-100.75,396.514,7,7,-109.478770158656
355.903,201.978,7,8,-109.4832698613
-266.453,312.44,7,1,-109.541954991963
-20.4569,-411.428,7,2,-109.59629441836
-373.614,-174.441,7,3,-109.612677897848
75.6651,-405.912,7,4,-109.636404485286
-226.066,345.561,7,5,-109.637831944083
351.426,217.037,7,6,-109.642193776177
75.7989,-406.957,7,7,-109.679890293752
89.9849,-404.515,7,8,-109.698333095177
57.6904,-410.389,7,1,-109.699210827742
-86.7131,406.665,7,2,-109.756159646187
392.493,-141.609,7,3,-109.815677714187
-3.42748,417.941,7,4,-109.844226292666
68.1097,412.523,7,5,-109.850473245091
333.341,253.066,7,6,-109.867296731355
414.084,-63.8839,7,7,-109.886210984959
-416.669,-45.3603,7,8,-109.892240848325
419.532,-39.9585,7,1,-109.985774894567
296.145,-302.017,7,2,-110.048692142996
247.847,-343.017,7,3,-110.056936758269
-360.363,222.454,7,4,-110.069261946486
81.7345,415.861,7,5,-110.082291083721
-422.336,-40.1951,7,6,-110.0995185452
-228.874,-357.588,7,7,-110.11228946588
371.622,-205.766,7,8,-110.121296235464
-35.7979,-424.088,7,1,-110.153894683523
-234.902,355.17,7,2,-110.162975277421
-320.605,280.403,7,3,-110.16715613787
-42.4707,424.091,7,4,-110.178620444374
-402.863,139.334,7,5,-110.18123673921
-416.062,93.0469,7,6,-110.183717606476
417.879,91.9888,7,7,-110.245534466225
339.364,-261.442,7,8,-110.265817790165
15.7104,-428.249,7,1,-110.271598758067
396.281,-163.467,7,2,-110.276998665608
256.316,-343.772,7,3,-110.282437262012
385.531,-189.158,7,4,-110.307399090971
265.996,-337.36,7,5,-110.314381544686
303.397,304.168,7,6,-110.314487083938
266.795,337.052,7,7,-110.324468863193
198.009,381.712,7,8,-110.330386420361
355.419,-246.013,7,1,-110.419284365057
-154.09,-404.255,7,2,-110.433944373569
-63.1281,428.783,7,3,-110.464673781631
344.336,263.477,7,4,-110.471377283853
376.602,215.354,7,5,-110.481327794846
-25.1562,-433.196,7,6,-110.485195548329
84.0775,426.035,7,7,-110.498041856242
-350.697,256.908,7,8,-110.516840898005
-162.764,-403.209,7,1,-110.520435839719
-417.223,-122.566,7,2,-110.521694125056
-384.112,204.804,7,3,-110.539268803228
392.13,193.072,7,4,-110.609162449064
92.1349,427.295,7,5,-110.610375760206
-429.603,84.9691,7,6,-110.642013813021
127.135,419.486,7,7,-110.657745242639
-142.125,415.722,7,8,-110.697353256863
-361.483,250.127,7,1,-110.706609906995
271.853,-345.814,7,2,-110.718008927191
-369.943,238.184,7,3,-110.722338771199
-440.886,-12.7414,7,4,-110.764323836898
-390.285,-206.071,7,5,-110.775072679776
-435.577,78.1829,7,6,-110.821117190734
-438.797,-58.9134,7,7,-110.828693890585
420.247,-141.884,7,8,-110.860247861702
-440.504,54.563,7,1,-110.87250103518
-443.917,21.3993,7,2,-110.894133899274
-208.422,392.794,7,3,-110.90307039606
413.535,-164.371,7,4,-110.916120654912
-166.22,-413.118,7,5,-110.927616554463
439.773,-72.346,7,6,-110.942200469123
-333.36,-296.958,7,7,-110.971352709718
232.531,-381.199,7,8,-110.97437073795
412.884,-171.135,7,1,-110.990517548902
284.227,-345.06,7,2,-110.994410845688
400.991,198.873,7,3,-111.015460998866
385.379,-228.141,7,4,-111.024884905411
-436.823,99.5213,7,5,-111.031424650577
-419.312,-161.663,7,6,-111.084004177488
294.095,-340.043,7,7,-111.090925900412
-431.635,125.799,7,8,-111.091477749497
-230.974,386.046,7,1,-111.101887022171
-449.123,38.9382,7,2,-111.137587650202
126.541,-434.334,7,3,-111.197555670608
361.557,-273.156,7,4,-111.225864594121
-371.477,-260.782,7,5,-111.253486931375
-437.98,-119.66,7,6,-111.259401243523
220.522,398.691,7,7,-111.318872668053
-333.73,-310.97,7,8,-111.33916993059
453.652,60.8037,7,1,-111.397261986948
-386.425,-246.975,7,2,-111.430799899939
60.6208,-455.283,7,3,-111.456628170383
-457.617,39.6876,7,4,-111.45788151578
-142.404,-438.006,7,5,-111.503924241862
225.784,401.675,7,6,-111.511699683966
-460.579,23.4974,7,7,-111.526335256084
363.52,284.721,7,8,-111.54751435929
457.287,70.2011,7,1,-111.580590609866
457.741,70.4146,7,2,-111.59835885775
419.132,-198.629,7,3,-111.623825566363
246.633,-392.871,7,4,-111.625825637229
407.5,-222.803,7,5,-111.646533096512
-401.753,-233.914,7,6,-111.663308088933
371.431,-279.928,7,7,-111.671192129619
441.608,-151.608,7,8,-111.737386869263
-460.116,-88.8942,7,1,-111.800129337398
329.521,-335.533,7,2,-111.860532246723
-451.554,-131.404,7,3,-111.86059182797
-442.175,-161.187,7,4,-111.873409966719
-467.611,53.759,7,5,-111.875342087167
93.6482,461.383,7,6,-111.878975181119
48.5605,-468.334,7,7,-111.880926148855
321.085,344.742,7,8,-111.890472184182
81.5803,-464.084,7,1,-111.893809064375
-470.77,-20.4071,7,2,-111.894253427985
-349.748,315.846,7,3,-111.895851311654
-376.778,-284.276,7,4,-111.92244635052
30.782,-471.086,7,5,-111.926092111206
376.735,284.715,7,6,-111.930782536979
-269.892,387.497,7,7,-111.930924945237
365.119,299.507,7,8,-111.931718957414
-435.51,184.638,7,1,-111.960176548132
-229.921,-413.474,7,2,-111.962630858551
-237.574,410.004,7,3,-111.990089929355
474.372,21.4271,7,4,-112.02591617532
-303.939,-364.928,7,5,-112.028320303623
-227.146,-417.377,7,6,-112.037694354283
-471.195,64.4915,7,7,-112.052255170778
450.632,152.115,7,8,-112.053172107437
462.125,112.671,7,1,-112.054913723191
450.167,-155.07,7,2,-112.071622501229
477.151,24.2293,7,3,-112.130350309726
-45.2542,-475.738,7,4,-112.134635369686
396.899,-266.847,7,5,-112.148155213457
463.067,122.925,7,6,-112.178197949067
463.713,-123.618,7,7,-112.206803743559
-341.959,337.655,7,8,-112.230360865124
-473.867,83.2781,7,1,-112.250259287629
-292.93,381.686,7,2,-112.250518711541
-291.98,382.42,7,3,-112.250710365045
417.247,-239.794,7,4,-112.25435878386
-276.461,-394.522,7,5,-112.272130247223
230.417,-424.954,7,6,-112.330836317023
391.675,-283.426,7,7,-112.333092572546
-479.556,-61.37,7,8,-112.333115755317
-64.3988,479.492,7,1,-112.344792713879
-474.047,102.635,7,2,-112.388306904965
-68.6228,-481.034,7,3,-112.419069615727
471.05,-124.602,7,4,-112.466394157667
479.261,100.592,7,5,-112.552219017961
298.42,-389.13,7,6,-112.575950439006
82.4106,483.612,7,7,-112.582893032945
484.124,84.8265,7,8,-112.614776738792
214.166,442.925,7,1,-112.631673360575
490.705,38.4208,7,2,-112.639364498764
-81.8533,-485.42,7,3,-112.641656987341
-97.1231,482.633,7,4,-112.642889525681
-249.548,424.983,7,5,-112.661110580509
-488.65,70.9547,7,6,-112.693724871545
329.003,369.082,7,7,-112.716518941543
494.722,-20.4576,7,8,-112.741091583858
494.356,-38.1804,7,1,-112.764668277293
-345.889,355.864,7,2,-112.779700073078
-151.319,-473.333,7,3,-112.802684365587
-359.818,-343.376,7,4,-112.817709418986
-495.376,-53.5626,7,5,-112.848412196916
-214.533,450.783,7,6,-112.881513381331
-457.343,-201.528,7,7,-112.900232285123
344.979,361.75,7,8,-112.903564309757
-461.925,191.411,7,1,-112.908327294269
294.92,-404.014,7,2,-112.91489791225
-2.0954,500.3,7,3,-112.9182912332
240.158,-438.982,7,4,-112.920906034255
-326.164,380.431,7,5,-112.94577551802
49.0066,502.882,7,6,-113.086916676145
-408.989,297.069,7,7,-113.094614381883
-457.882,215.23,7,8,-113.10991683318
-489.932,-128.573,7,1,-113.129410380345
59.5163,504.482,7,2,-113.178567745691
-61.0504,-505.252,7,3,-113.210384739885
59.0495,505.715,7,4,-113.217898986687
-472.611,190.853,7,5,-113.236062451353
247.153,446.152,7,6,-113.247575383963
88.6274,-502.368,7,7,-113.250603709763
-390.216,328.968,7,8,-113.259140460752
-511.545,-17.513,7,1,-113.308101923517
461.977,221.293,7,2,-113.321414474595
178.275,480.418,7,3,-113.32760356834
462.597,220.773,7,4,-113.332589806972
-258.201,-444.228,7,5,-113.373789862976
445.425,256.62,7,6,-113.381912524483
-452.218,247.837,7,7,-113.435660254697
-498.139,136.955,7,8,-113.466933759923
259.738,-446.725,7,1,-113.471027730634
-195.937,-478.749,7,2,-113.489089837647
-355.949,376.567,7,3,-113.518120651397
435.927,-280.369,7,4,-113.522471712705
-2.97111,-519.153,7,5,-113.550725669301
-180.024,486.993,7,6,-113.55206217529
512.75,-84.062,7,7,-113.564993998327
-32.4742,-519.118,7,8,-113.582675062092
463.389,-236.677,7,1,-113.589220707092
379.716,356.507,7,2,-113.606129458883
58.9171,517.594,7,3,-113.609067554564
520.287,42.8134,7,4,-113.645421358534
-121.766,507.761,7,5,-113.649078639288
-488.532,-186.583,7,6,-113.675012337729
-455.359,-257.403,7,7,-113.679117174096
308.047,424.172,7,8,-113.716729760318
381.056,360.448,7,1,-113.726416236282
-513.89,-111.757,7,2,-113.771221222992
211.684,-481.753,7,3,-113.781213811561
423.18,314.124,7,4,-113.807690415786
523.237,-64.6362,7,5,-113.813829667979
-480.39,218.326,7,6,-113.828760728158
263.868,-458.122,7,7,-113.86127644897
248.656,468.007,7,8,-113.902709631194
499.01,-179.698,7,1,-113.916149404601
-426.2,316.43,7,2,-113.930480821024
11.9408,531.326,7,3,-113.950946053794
10.532,531.573,7,4,-113.957929089044
-3.93024,532.505,7,5,-113.984985120158
-531.92,29.9529,7,6,-113.992788156683
372.862,380.618,7,7,-113.994597325037
-36.1486,531.612,7,8,-113.995257069238
-483.14,-225.889,7,1,-114.011259061536
68.6038,-529.168,7,2,-114.019521783883
232.889,480.802,7,3,-114.039987574428
-10.6394,-534.492,7,4,-114.051570304804
-30.6646,-533.85,7,5,-114.055793427172
536.113,11.7148,7,6,-114.104027984031
521.842,126.604,7,7,-114.127573462666
508.625,176.132,7,8,-114.168209896055
388.921,-372.737,7,1,-114.182080081936
471.515,-260.527,7,2,-114.182324081334
-316.834,-436.022,7,3,-114.191103850638
-508.131,180.62,7,4,-114.20056499292
418.918,340.036,7,5,-114.20926175135
204.347,-500.128,7,6,-114.231806622196
-513.838,-167.043,7,7,-114.233187109635
-374.141,-390.517,7,8,-114.249337318725
-58.3637,538.103,7,1,-114.263239758259
-242.408,484.001,7,2,-114.264915122058
-117.997,529.803,7,3,-114.311340155871
-399.837,-367.895,7,4,-114.328782025431
399.183,-368.641,7,5,-114.329560265535
481.439,251.994,7,6,-114.330754748294
-491.225,-232.837,7,7,-114.337425065659
421.941,343.401,7,8,-114.350239093539
321.469,441.361,7,1,-114.413062729927
-29.0321,-545.351,7,2,-114.416178829011
-546.218,12.6329,7,3,-114.423714828309
538.118,-97.2777,7,4,-114.438597991348
548.023,11.5868,7,5,-114.479359627621
-457.667,-301.863,7,6,-114.482682973127
-15.753,548.438,7,7,-114.495527910163
-137.342,-531.774,7,8,-114.51294251704
-163.059,524.997,7,1,-114.528899296716
112.828,-538.224,7,2,-114.534699755828
549.423,39.1691,7,3,-114.562481299784
-353.888,422.24,7,4,-114.56596053036
-314.32,453.604,7,5,-114.594922922697
511.698,-207.33,7,6,-114.602411931788
436.899,337.666,7,7,-114.604611677828
-395.64,385.495,7,8,-114.611290380122
-302.356,462.356,7,1,-114.612825006009
531.265,151.875,7,2,-114.616081940556
169.714,-526.517,7,3,-114.636059961534
463.39,-302.57,7,4,-114.64320509619
-542.053,112.055,7,5,-114.645962908611
553.609,6.08689,7,6,-114.649929475411
-458.746,-314.887,7,7,-114.735431063584
-114.097,545.39,7,8,-114.759323019816
204.477,-518.518,7,1,-114.764919698505
503.663,-239.952,7,2,-114.780906121642
-471.056,-300.581,7,3,-114.808029998159
-510.635,229.512,7,4,-114.840300631362
539.488,149.688,7,5,-114.84111780995
-512.966,224.37,7,6,-114.841723843677
-112.258,-548.677,7,7,-114.846418512234
218.52,515.76,7,8,-114.849445707755
-545.864,-126.134,7,1,-114.852656059597
413.853,377.682,7,2,-114.853765446129
-555.616,-72.7984,7,3,-114.856234936665
-353.21,-436.147,7,4,-114.882673217666
-67.624,557.186,7,5,-114.883967645051
