x,y,sf,cf,rx
-222.602,-154.883,7,4,-102.451193466495
44.2872,-268.391,7,6,-102.503858399793
165.587,218.649,7,4,-102.644870320514
-176.545,211.288,7,8,-102.710979270596
-220.74,165.56,7,2,-102.747585431414
-111.224,254.003,7,2,-102.831567092639
232.206,158.864,7,7,-103.080072644746
145.061,-241.86,7,5,-103.121158155586
202.35,-197.221,7,2,-103.153613102186
226.699,-171.895,7,2,-103.270388146293
-76.4225,274.231,7,1,-103.281224231555
13.6057,-284.495,7,3,-103.289599859679
-195.42,207.263,7,3,-103.292169685702
-276.671,-70.2416,7,4,-103.327244842942
-280.28,64.5602,7,4,-103.45672754261
287.679,-13.5316,7,1,-103.479155732201
288.655,12.8547,7,6,-103.535078421397
-129.413,-259.399,7,2,-103.591043699905
-26.2489,291.458,7,1,-103.752317543716
287.199,68.5037,7,3,-103.904536082739
293.976,-35.8873,7,2,-103.956694278553
98.3049,279.852,7,6,-103.983074474135
-294.251,44.057,7,3,-104.035713058404
41.6144,300.053,7,6,-104.342760016497
-26.9256,303.529,7,3,-104.443778052939
205.529,225.98,7,4,-104.485481298672
-128.706,-279.048,7,2,-104.587787251206
297.914,75.5462,7,4,-104.590225526598
39.7529,306.787,7,7,-104.701539330784
279.933,-131.805,7,3,-104.704797815997
-94.831,-297.783,7,3,-104.875574860958
1.80854,-313.035,7,7,-104.904097417062
253.979,185.897,7,4,-104.996794976442
311.122,52.3937,7,7,-105.038010351001
-66.4033,-308.721,7,2,-105.053109838489
-6.89618,-316.545,7,5,-105.098426591072
-179.701,261.363,7,2,-105.128613454576
-314.77,42.3026,7,1,-105.151227896625
-294.758,-119.57,7,1,-105.177416180787
-135.419,-289.616,7,7,-105.264505245078
-266.993,-179.62,7,8,-105.375211781239
311.25,84.4793,7,4,-105.413475841486
-317.408,-59.2891,7,8,-105.433965751791
-221.267,-238.538,7,2,-105.563815156465
249.723,-211.396,7,2,-105.65936956814
-137.652,301.463,7,1,-105.878308115622
-286.697,-167.216,7,4,-105.903816585655
-333.019,-5.57743,7,8,-105.963834714235
328.281,-58.6383,7,5,-105.98492244739
150.108,300.248,7,2,-106.097474185514
308.166,142.688,7,4,-106.295736808658
57.4509,-335.755,7,7,-106.34788083245
140.582,-312.01,7,2,-106.42716197898
298.918,173.43,7,5,-106.594534035547
345.037,-19.483,7,2,-106.594547302309
-261.431,-231.719,7,1,-106.779270000854
-233.915,260.811,7,1,-106.828058721249
149.934,-317.829,7,6,-106.880594039183
259.988,236.771,7,8,-106.891574320788
328.319,128.515,7,7,-106.936735608271
-353.241,-7.229,7,2,-106.972543918256
-131.725,336.645,7,7,-107.363912552713
-262.179,-251.052,7,3,-107.434481180665
-84.4926,356.289,7,2,-107.583376999599
-135.105,341.266,7,4,-107.623753193412
326.802,-173.785,7,5,-107.767483985359
-81.3304,-361.602,7,2,-107.790524888773
-365.573,62.1351,7,7,-107.798841252861
-350.865,-121.385,7,5,-107.819709159045
355.733,115.338,7,6,-107.943317878196
258.54,272.041,7,6,-108.004234202027
-280.078,250.34,7,7,-108.020271271196
-228.061,299.366,7,5,-108.051585632859
-369.871,-72.0009,7,8,-108.073091171995
180.252,-332.579,7,7,-108.139692387529
378.539,15.2716,7,6,-108.16506015586
-71.7898,373.54,7,5,-108.23390718713
-374.026,75.7068,7,2,-108.289311064881
368.877,-106.985,7,7,-108.399455723738
221.02,-314.914,7,2,-108.428640557619
181.583,339.876,7,3,-108.455583848343
-377.35,88.0362,7,6,-108.550325450589
-389.672,41.9214,7,2,-108.744934400745
261.22,-292.932,7,7,-108.769567092453
-161.727,-357.733,7,6,-108.774197669467
148.021,365.001,7,6,-108.829875223998
65.8745,389.214,7,1,-108.867858031675
343.252,195.041,7,7,-108.869828575755
-395.463,17.0859,7,4,-108.914671526493
-379.47,-122.845,7,7,-109.044878306847
-54.8672,395.374,7,7,-109.057902550528
-246.81,315.181,7,4,-109.107279184427
-10.7848,400.422,7,1,-109.117930026191
367.119,166.14,7,5,-109.219837853856
-365.083,-172.615,7,6,-109.256740446462
-211.541,344.034,7,1,-109.258178515534
274.356,296.874,7,7,-109.273694396726
402.946,-36.1974,7,1,-109.287822448734
-372.611,-161.358,7,4,-109.350231469603
-183.616,362.877,7,5,-109.37710098215
-137.497,-383.724,7,3,-109.416023348039
-224.789,-340.427,7,8,-109.429955640962
-100.75,396.514,7,1,-109.478770158656
-266.453,312.44,7,8,-109.541954991963
-373.614,-174.441,7,3,-109.612677897848
75.6651,-405.912,7,3,-109.636404485286
351.426,217.037,7,5,-109.642193776177
75.7989,-406.957,7,1,-109.679890293752
89.9849,-404.515,7,2,-109.698333095177
-416.669,-45.3603,7,1,-109.892240848325
296.145,-302.017,7,8,-110.048692142996
247.847,-343.017,7,6,-110.056936758269
-360.363,222.454,7,8,-110.069261946486
81.7345,415.861,7,5,-110.082291083721
-422.336,-40.1951,7,8,-110.0995185452
-228.874,-357.588,7,3,-110.11228946588
339.364,-261.442,7,7,-110.265817790165
15.7104,-428.249,7,7,-110.271598758067
303.397,304.168,7,1,-110.314487083938
198.009,381.712,7,5,-110.330386420361
355.419,-246.013,7,5,-110.419284365057
-154.09,-404.255,7,7,-110.433944373569
-25.1562,-433.196,7,1,-110.485195548329
84.0775,426.035,7,7,-110.498041856242
-350.697,256.908,7,7,-110.516840898005
392.13,193.072,7,6,-110.609162449064
92.1349,427.295,7,7,-110.610375760206
-429.603,84.9691,7,3,-110.642013813021
127.135,419.486,7,3,-110.657745242639
-142.125,415.722,7,5,-110.697353256863
413.535,-164.371,7,3,-110.916120654912
-166.22,-413.118,7,8,-110.927616554463
439.773,-72.346,7,8,-110.942200469123
232.531,-381.199,7,8,-110.97437073795
412.884,-171.135,7,3,-110.990517548902
400.991,198.873,7,6,-111.015460998866
-419.312,-161.663,7,3,-111.084004177488
294.095,-340.043,7,7,-111.090925900412
-230.974,386.046,7,4,-111.101887022171
-449.123,38.9382,7,3,-111.137587650202
361.557,-273.156,7,1,-111.225864594121
-333.73,-310.97,7,2,-111.33916993059
453.652,60.8037,7,6,-111.397261986948
-386.425,-246.975,7,1,-111.430799899939
-460.579,23.4974,7,3,-111.526335256084
457.287,70.2011,7,4,-111.580590609866
457.741,70.4146,7,4,-111.59835885775
419.132,-198.629,7,3,-111.623825566363
246.633,-392.871,7,3,-111.625825637229
407.5,-222.803,7,5,-111.646533096512
371.431,-279.928,7,6,-111.671192129619
329.521,-335.533,7,5,-111.860532246723
-451.554,-131.404,7,8,-111.86059182797
-442.175,-161.187,7,2,-111.873409966719
-376.778,-284.276,7,1,-111.92244635052
30.782,-471.086,7,7,-111.926092111206
-269.892,387.497,7,2,-111.930924945237
365.119,299.507,7,4,-111.931718957414
-435.51,184.638,7,4,-111.960176548132
-229.921,-413.474,7,6,-111.962630858551
-237.574,410.004,7,2,-111.990089929355
462.125,112.671,7,5,-112.054913723191
450.167,-155.07,7,1,-112.071622501229
477.151,24.2293,7,5,-112.130350309726
-45.2542,-475.738,7,8,-112.134635369686
463.067,122.925,7,2,-112.178197949067
-341.959,337.655,7,3,-112.230360865124
-292.93,381.686,7,7,-112.250518711541
230.417,-424.954,7,2,-112.330836317023
391.675,-283.426,7,2,-112.333092572546
-479.556,-61.37,7,8,-112.333115755317
-474.047,102.635,7,3,-112.388306904965
479.261,100.592,7,6,-112.552219017961
298.42,-389.13,7,5,-112.575950439006
82.4106,483.612,7,2,-112.582893032945
484.124,84.8265,7,6,-112.614776738792
214.166,442.925,7,3,-112.631673360575
490.705,38.4208,7,7,-112.639364498764
-97.1231,482.633,7,1,-112.642889525681
-249.548,424.983,7,2,-112.661110580509
329.003,369.082,7,8,-112.716518941543
494.722,-20.4576,7,6,-112.741091583858
494.356,-38.1804,7,6,-112.764668277293
-151.319,-473.333,7,4,-112.802684365587
-359.818,-343.376,7,2,-112.817709418986
-214.533,450.783,7,1,-112.881513381331
-457.343,-201.528,7,1,-112.900232285123
294.92,-404.014,7,2,-112.91489791225
-2.0954,500.3,7,6,-112.9182912332
49.0066,502.882,7,3,-113.086916676145
-408.989,297.069,7,8,-113.094614381883
-457.882,215.23,7,6,-113.10991683318
-61.0504,-505.252,7,6,-113.210384739885
-472.611,190.853,7,6,-113.236062451353
178.275,480.418,7,7,-113.32760356834
-258.201,-444.228,7,4,-113.373789862976
-452.218,247.837,7,2,-113.435660254697
-498.139,136.955,7,3,-113.466933759923
259.738,-446.725,7,4,-113.471027730634
-195.937,-478.749,7,1,-113.489089837647
-355.949,376.567,7,3,-113.518120651397
435.927,-280.369,7,3,-113.522471712705
463.389,-236.677,7,1,-113.589220707092
379.716,356.507,7,4,-113.606129458883
58.9171,517.594,7,1,-113.609067554564
-121.766,507.761,7,5,-113.649078639288
-455.359,-257.403,7,5,-113.679117174096
308.047,424.172,7,6,-113.716729760318
381.056,360.448,7,4,-113.726416236282
-513.89,-111.757,7,3,-113.771221222992
-480.39,218.326,7,5,-113.828760728158
263.868,-458.122,7,1,-113.86127644897
-426.2,316.43,7,4,-113.930480821024
10.532,531.573,7,7,-113.957929089044
-36.1486,531.612,7,7,-113.995257069238
-483.14,-225.889,7,5,-114.011259061536
-10.6394,-534.492,7,4,-114.051570304804
-30.6646,-533.85,7,4,-114.055793427172
388.921,-372.737,7,4,-114.182080081936
-316.834,-436.022,7,7,-114.191103850638
418.918,340.036,7,3,-114.20926175135
-58.3637,538.103,7,2,-114.263239758259
399.183,-368.641,7,7,-114.329560265535
481.439,251.994,7,6,-114.330754748294
421.941,343.401,7,6,-114.350239093539
321.469,441.361,7,6,-114.413062729927
-546.218,12.6329,7,4,-114.423714828309
112.828,-538.224,7,5,-114.534699755828
-314.32,453.604,7,3,-114.594922922697
511.698,-207.33,7,8,-114.602411931788
436.899,337.666,7,3,-114.604611677828
169.714,-526.517,7,8,-114.636059961534
-542.053,112.055,7,3,-114.645962908611
204.477,-518.518,7,5,-114.764919698505
503.663,-239.952,7,6,-114.780906121642
-510.635,229.512,7,8,-114.840300631362
539.488,149.688,7,6,-114.84111780995
-512.966,224.37,7,6,-114.841723843677
-112.258,-548.677,7,7,-114.846418512234
-545.864,-126.134,7,6,-114.852656059597
413.853,377.682,7,1,-114.853765446129
-67.624,557.186,7,5,-114.883967645051
-514.956,225.089,7,3,-114.906064898902
371.9,-421.948,7,3,-114.919718982139
285.943,485.926,7,8,-114.961163518136
72.1314,-559.872,7,2,-114.981899613359
-167.372,539.632,7,4,-114.996811662906
508.241,247.01,7,1,-114.999669898649
547.718,144.066,7,5,-115.037783892317
-481.873,298.19,7,5,-115.047607955617
-561.566,-78.0621,7,8,-115.056418190187
351.798,445.862,7,2,-115.085740930164
334.56,460.006,7,7,-115.111699739263
-448.952,-349.28,7,4,-115.112188777657
129.951,-554.401,7,1,-115.13048452224
544.696,-166.86,7,1,-115.13807887124
-569.74,12.2413,7,4,-115.143805051186
564.822,-75.7984,7,8,-115.144219865419
-488.684,-293.836,7,8,-115.15427781724
232.593,521.208,7,7,-115.17018293077
522.144,231.355,7,6,-115.180728763405
35.9794,-570.466,7,8,-115.195561156649
297.792,-488.303,7,1,-115.205859752688
552.557,152.618,7,5,-115.244743834839
-554.099,-149.086,7,2,-115.261396119204
-172.779,547.525,7,5,-115.271355218496
-500.989,-281.463,7,4,-115.286254627006
-574.57,-45.9266,7,4,-115.338600172933
525.162,-237.873,7,3,-115.342168900855
193.992,543.23,7,8,-115.351242027849
390.99,-424.79,7,8,-115.366333211604
394.352,424.002,7,1,-115.416738249406
168.007,557.39,7,1,-115.508490224004
-338.514,475.415,7,8,-115.551286879415
-558.877,168.699,7,2,-115.556096158411
-581.216,61.8636,7,3,-115.577043939553
-542.308,-221.714,7,3,-115.617375735184
488.432,-325.124,7,7,-115.642644497801
193.782,-554.199,7,8,-115.652981061415
-539.673,-231.569,7,3,-115.657520646318
375.583,452.952,7,3,-115.691085859567
293.333,-510.291,7,4,-115.696342437006
-495.67,-317.438,7,8,-115.696700781163
-57.1952,589.331,7,2,-115.797904450816
-342.28,483.259,7,7,-115.800647338199
-579.077,-126.173,7,7,-115.814160902624
144.319,-575.014,7,5,-115.819496652536
120.697,581.077,7,2,-115.837695118345
226.033,548.868,7,5,-115.840819581283
193.193,-561.94,7,4,-115.859067394738
-419.346,-422.116,7,3,-115.881618621006
-487.67,-342.114,7,8,-115.901658408173
-72.2889,-591.624,7,3,-115.910820720869
-197.666,564.826,7,8,-115.979252584389
530.399,281.093,7,5,-116.032456869157
-582.979,146.188,7,8,-116.05375673036
-571.777,192.248,7,1,-116.116294922079
-559.478,229.903,7,2,-116.162740619656
92.0245,600.333,7,5,-116.232473737934
207.679,-570.899,7,6,-116.23682849848
276.879,541.248,7,7,-116.249674951834
-112.437,597.502,7,5,-116.250585003826
-462.597,-394.968,7,3,-116.258558875356
165.712,586.491,7,5,-116.291677882411
608.339,37.3348,7,3,-116.292553936802
452.371,415.986,7,3,-116.434339605526
-13.4496,614.846,7,4,-116.446385767606
-521.568,-326.639,7,3,-116.457896934998
367.847,493.372,7,7,-116.457921770864
539.4,298.259,7,6,-116.484587909355
369.545,493.796,7,5,-116.495543080772
456.247,415.167,7,4,-116.498394339257
554.2,-271.396,7,3,-116.50442237584
-609.241,115.079,7,2,-116.58538973496
-185.401,591.853,7,6,-116.590851603355
441.444,-440.833,7,2,-116.691205400332
-617.001,96.0868,7,1,-116.70692179162
-615.616,-107.678,7,6,-116.721260775856
87.6629,-619.663,7,5,-116.745067806267
-622.612,-71.2679,7,2,-116.768121448674
-458.274,-428.874,7,7,-116.79469971695
372.965,-505.183,7,3,-116.802610462612
377.96,-502.043,7,4,-116.815350200421
-623.521,-78.4109,7,4,-116.815907975548
581.881,238.002,7,3,-116.822479919985
-468.306,-419.807,7,7,-116.8293539277
185.861,601.103,7,8,-116.83628023505
-251.097,-576.942,7,4,-116.837201695398
-414.901,473.484,7,6,-116.846224200102
339.51,-530.222,7,1,-116.847787638397
613.187,142.975,7,2,-116.848600051948
627.319,-69.4807,7,8,-116.88982220714
225.832,592.162,7,6,-116.960318736245
454.9,-441.902,7,1,-116.972130188151
627.759,-95.6157,7,6,-116.993617055205
-632.002,62.4065,7,8,-116.995680505146
457.947,440.107,7,5,-116.997556006787
-308.569,555.813,7,7,-117.013078350526
-106.002,-627.47,7,4,-117.030235941643
173.776,613.114,7,4,-117.054513889715
408.172,-489.689,7,1,-117.060675094356
455.096,447.023,7,7,-117.07207082691
592.428,239.434,7,5,-117.100538131816
566.433,296.107,7,8,-117.105270372155
608.034,200.211,7,5,-117.131677019981
165.574,-618.694,7,8,-117.140166841334
107.36,631.782,7,1,-117.150113742994
306.077,564.451,7,2,-117.183627193823
578.598,279.768,7,3,-117.199320874211
615.942,183.809,7,1,-117.201897042432
517.763,-382.427,7,7,-117.225832874722
-64.8232,-640.445,7,4,-117.226717747114
-617.131,184.234,7,8,-117.235397832014
450.328,-462.066,7,4,-117.266402817208
497.777,410.692,7,1,-117.269474172447
641.131,-84.8774,7,6,-117.30640405181
-135.44,633.133,7,4,-117.325759799888
649.548,18.1067,7,5,-117.387502100731
-219.724,-615.982,7,8,-117.4975568561
300.777,-580.834,7,5,-117.500004354552
-497.759,424.351,7,1,-117.500061993513
326.998,569.408,7,8,-117.566040060646
-393.876,-525.84,7,6,-117.575804342847
236.346,-615.22,7,3,-117.629280111688
-346.59,561.77,7,4,-117.655904458484
597.489,-289.547,7,7,-117.755765605841
-581.407,321.881,7,5,-117.771473513451
-582.525,322.901,7,5,-117.809301887358
-164.91,645.341,7,5,-117.81045537939
386.709,543.167,7,8,-117.828044901391
247.648,-619.649,7,2,-117.841880258972
-333.277,578.401,7,6,-117.848151898236
664.511,-65.3821,7,6,-117.852530605451
-513.302,429.184,7,6,-117.887506241369
-316.623,590.51,7,4,-117.911802059297
-346.365,573.88,7,1,-117.918554317529
-264.75,616.973,7,7,-117.945928285092
663.547,103.988,7,4,-117.952749004277
549.578,-386.511,7,5,-117.958784474576
602.687,-299.853,7,4,-117.991226325165
178.181,-649.897,7,2,-118.009524585968
388.846,-550.754,7,8,-118.017362865331
-216.166,-639.115,7,1,-118.029849823676
674.494,30.8856,7,2,-118.042990180974
-640.534,-214.067,7,4,-118.046972263045
675.15,-20.3593,7,4,-118.049473604566
-307.24,601.935,7,4,-118.058463644532
139.813,-661.743,7,3,-118.072101800861
-640.969,-217.14,7,1,-118.082177611335
-214.648,-642.089,7,5,-118.088912591617
42.1996,676.791,7,5,-118.116369978575
280.048,-619.269,7,2,-118.15520685196
-543.471,408.361,7,5,-118.158878092583
-643.102,221.768,7,1,-118.170740897608
169.458,660.383,7,8,-118.208714803564
-50.8627,-680.238,7,4,-118.217702178863
537.977,-422.515,7,8,-118.265829297529
-72.8537,-681.254,7,7,-118.292755866006
-60.9923,682.626,7,2,-118.297920215819
-679.743,92.9358,8,6,-118.315903705934
-294.139,620.361,8,7,-118.328204260575
324.622,605.136,8,5,-118.331893443728
520.923,-448.263,8,1,-118.345141820174
674.944,132.839,8,5,-118.3613249585
-611.363,-318.561,8,7,-118.398278257876
-242.898,645.888,8,4,-118.414897018701
-562.426,400.858,8,8,-118.429950606534
-435.813,536.418,8,8,-118.441896661539
569.8,-393.946,8,4,-118.480962394285
-193.228,667.091,8,1,-118.525057254511
-678.685,154.133,8,4,-118.5608271259
353.879,-599.39,8,6,-118.563093380408
690.605,107.625,8,6,-118.633713307231
659.341,232.491,8,4,-118.638335547046
667.276,209.04,8,6,-118.641349314764
-467.28,520.853,8,6,-118.653288405586
-110.34,-693.515,8,8,-118.714160719993
701.787,-37.2687,8,4,-118.727252549023
-86.7904,-697.577,8,5,-118.731617647311
-122.871,-692.491,8,4,-118.740173543323
-218.111,-669.25,8,5,-118.754449918232
571.096,-412.654,8,3,-118.771097865907
-704.913,-0.639792,8,1,-118.779165693532
642.383,-291.3,8,3,-118.789632289846
706.078,7.89896,8,8,-118.808456896082
697.324,111.134,8,4,-118.80850884514
-657.862,-257.213,8,2,-118.814153035769
52.2686,704.543,8,3,-118.817097028602
-648.984,-280.182,8,2,-118.826841331199
-54.3668,706.322,8,2,-118.863784014399
-403.292,583.112,8,8,-118.877697448644
160.045,-690.843,8,1,-118.881341796671
-696.672,133.109,8,5,-118.884594612028
-650.107,-284.063,8,1,-118.889028880446
463.685,537.002,8,2,-118.889775712389
-683.252,194.282,8,1,-118.910193231268
-211.891,-679.337,8,1,-118.940930654127
-490.597,-518.096,8,7,-118.986588539251
647.59,-302.591,8,6,-119.017177632149
147.569,-699.489,8,2,-119.019307227765
-704.171,124.39,8,7,-119.023792194973
-191.488,-690.07,8,7,-119.049405349483
715.233,41.414,8,6,-119.056220798895
-34.4017,715.618,8,2,-119.05654222868
-530.004,-483.242,8,1,-119.075412077651
-481.151,-532.208,8,7,-119.08080268308
573.534,-432.039,8,1,-119.094861393714
-286.802,659.111,8,3,-119.112807312503
644.607,319.282,8,4,-119.125642834564
-218.692,-685.925,8,6,-119.139838820855
-479.778,-537.374,8,1,-119.150361387593
281.751,663.66,8,6,-119.164685265916
131.58,712.52,8,7,-119.249272103263
-679.139,255.295,8,4,-119.272152734262
565.28,-455.078,8,1,-119.275921776167
605.832,400.254,8,5,-119.28562421844
-151.822,-711.016,8,1,-119.30761119242
157.661,710.584,8,6,-119.326879473006
-358.173,635.512,8,5,-119.365140090478
729.893,-1.28904,8,7,-119.374483523317
354.151,-638.235,8,8,-119.374826944841
-604.626,409.773,8,7,-119.386365247971
361.463,-634.987,8,4,-119.392410397511
731.933,-26.0233,8,7,-119.432966651351
-696.115,-227.828,8,7,-119.434218747538
-593.384,429.403,8,1,-119.434375948691
395.577,-617.661,8,4,-119.458156486079
-577.722,-452.702,8,2,-119.469517922732
397.637,-617.712,8,6,-119.48507643297
-735.431,-4.56263,8,6,-119.504001751065
-431.595,595.826,8,8,-119.510372478623
-450.642,582.25,8,2,-119.52315940616
393.681,623.057,8,7,-119.54035185215
-580.143,456.222,8,5,-119.564231286544
661.534,-327.471,8,3,-119.566743843853
-2.33003,739.335,8,6,-119.594263912355
-622.201,-399.779,8,4,-119.599511308534
282.391,-684.466,8,4,-119.619507748477
-434.697,599.488,8,2,-119.621205858697
-648.305,-359.044,8,1,-119.634671926136
66.113,-738.793,8,6,-119.649818543737
-694.842,265.753,8,1,-119.700068576549
614.851,-419.407,8,5,-119.708001413344
713.518,-213.025,8,2,-119.716384883791
-372.825,-645.144,8,4,-119.727502208912
-690.381,281.474,8,3,-119.737415111364
629.873,-399.068,8,2,-119.739594878107
-740.752,90.1923,8,8,-119.752696320671
-233.321,709.481,8,4,-119.767324027422
169.706,727.935,8,2,-119.780912740755
218.929,-716.218,8,5,-119.81463598383
735.743,144.667,8,6,-119.835155763582
551.475,509.106,8,3,-119.851366791844
-253.098,707.24,8,5,-119.865518325475
532.783,529.6,8,4,-119.866834088779
-32.3242,-751.785,8,4,-119.8954370713
459.735,-596.091,8,5,-119.902305230102
-171.491,733.115,8,1,-119.905110998985
-722.682,-213.877,8,6,-119.92237130035
-447.894,606.147,8,3,-119.922530836264
173.633,734.011,8,2,-119.936022456921
-658.707,368.015,8,5,-119.942170768258
-751.541,72.4082,8,7,-119.953076148917
-376.71,-655.697,8,6,-119.97990631788
-488.396,-578.122,8,7,-119.993448347249
272.416,706.568,8,6,-120.003785544106
64.4357,-755.745,8,7,-120.031370589654
-190.509,-734.471,8,7,-120.03788758675
736.378,-183.744,8,5,-120.041941323881
-278.334,706.411,8,8,-120.048940116225
693.781,-312.499,8,6,-120.085948193157
746.664,-157.222,8,2,-120.133619008111
744.653,167.185,8,1,-120.137039965912
642.069,-413.553,8,3,-120.149061298197
-514.604,-565.757,8,7,-120.172761537316
-466.74,608.165,8,6,-120.213765963366
496.994,584.063,8,2,-120.219896261777
765.504,47.5015,8,4,-120.221642057752
564.786,-519.023,8,5,-120.223318598094
-562.133,521.936,8,4,-120.223936299323
-88.5537,-762.401,8,5,-120.233901450938
63.8607,-764.91,8,2,-120.234894460662
219.188,736.499,8,8,-120.253859430546
562.257,-523.814,8,3,-120.254436249395
318.229,700.133,8,4,-120.268058102215
458.6,617.742,8,8,-120.274750398377
236.613,-732.684,8,5,-120.287626888819
-596.366,-487.283,8,7,-120.291743571777
748.904,180.919,8,6,-120.298827344488
97.1988,-764.556,8,3,-120.304652225979
263.978,-724.102,8,6,-120.304862439987
-26.3928,770.444,8,5,-120.308781995035
81.1839,-766.942,8,2,-120.316117674294
572.131,517.303,8,4,-120.318207720396
643.399,-426.755,8,6,-120.334653621061
-431.129,640.915,8,3,-120.342710364178
472.371,-611.196,8,7,-120.343437210761
-330.084,698.976,8,1,-120.35528928694
-189.572,749.758,8,7,-120.363176885542
-538.855,554.884,8,5,-120.365840846023
-685.582,-359.481,8,6,-120.379948171773
-594.06,-497.065,8,3,-120.390377972206
380.286,-675.338,8,8,-120.400600264161
-705.556,322.543,8,6,-120.416868623984
415.843,-656.622,8,7,-120.448546156649
-624.09,463.79,8,4,-120.455781496848
-534.223,564.979,8,5,-120.455866677362
266.639,730.601,8,3,-120.459805484911
-129.593,-767.193,8,2,-120.466943079904
-530.845,569.947,8,3,-120.484666109697
-168.261,762.323,8,7,-120.524196558154
291.027,-725.417,8,7,-120.544905981847
-666.532,409.071,8,2,-120.554379651449
-731.107,278.304,8,4,-120.559500727605
-370.272,-690.028,8,3,-120.577212690712
-783.223,-31.1073,8,1,-120.593447826986
663.979,-418.851,8,7,-120.619816716025
-143.604,772.772,8,8,-120.640517005103
-632.518,-468.914,8,3,-120.67035972553
788.122,15.3417,8,5,-120.689808447986
-36.1324,-787.842,8,5,-120.698455420187
597.717,517.247,8,8,-120.736975668205
458.187,-644.388,8,5,-120.741914763654
124.306,782.431,8,1,-120.77574244007
591.748,-527.145,8,1,-120.781151233656
3.59957,-792.762,8,4,-120.787095588953
266.822,746.774,8,1,-120.792273361058
-501.814,614.458,8,4,-120.799210582227
-249.769,752.998,8,3,-120.799408380219
-587.472,533.362,8,4,-120.802231247606
792.968,37.7913,8,7,-120.810753530158
5.60136,-793.913,8,8,-120.812147401078
-787.309,102.975,8,5,-120.813910754492
481.047,631.744,8,1,-120.81455367872
195.626,-771.13,8,1,-120.847085372495
746.141,-277.532,8,3,-120.858414297162
699.974,380.965,8,8,-120.876568704355
-122.713,-787.489,8,8,-120.877907357855
796.941,9.92908,8,4,-120.878124703355
786.191,147.724,8,1,-120.941204184877
-349.313,720.02,8,3,-120.948276056615
-132.851,789.532,8,2,-120.955770091743
484.312,-638.376,8,3,-120.970051470303
-369.921,-713.19,8,5,-121.015185874931
